Geracao,Melhor_Geracao,Pior_Geracao,Melhor_Geral
305,1680474,1711718,1680474
306,1680474,1710883,1680474
307,1680474,1711174,1680474
308,1680474,1711982,1680474
309,1680474,1716539,1680474
310,1680474,1723434,1680474
311,1680474,1723285,1680474
312,1680474,1710259,1680474
313,1680474,1705194,1680474
314,1680474,1712105,1680474
315,1680474,1706364,1680474
316,1680474,1716487,1680474
317,1680474,1713184,1680474
318,1680474,1717399,1680474
319,1680474,1711536,1680474
320,1680474,1714126,1680474
321,1680474,1711237,1680474
322,1680474,1705209,1680474
323,1680474,1714792,1680474
324,1680474,1706760,1680474
325,1680474,1717134,1680474
326,1680474,1721969,1680474
327,1680474,1720925,1680474
328,1680474,1700887,1680474
329,1680474,1709492,1680474
330,1680474,1711401,1680474
331,1680474,1710163,1680474
332,1680474,1717838,1680474
333,1680474,1713793,1680474
334,1680474,1714198,1680474
335,1680474,1717216,1680474
336,1680474,1716459,1680474
337,1680474,1708702,1680474
338,1680474,1717746,1680474
339,1680474,1712341,1680474
340,1680474,1711148,1680474
341,1680474,1721685,1680474
342,1680474,1717953,1680474
343,1680474,1710985,1680474
344,1680474,1712915,1680474
345,1680397,1717187,1680474
346,1680397,1716107,1680397
347,1680397,1713137,1680397
348,1680397,1711990,1680397
349,1680397,1718189,1680397
350,1680397,1706117,1680397
351,1680397,1680397,1680397
352,1680397,1680397,1680397
353,1680397,1680397,1680397
354,1680397,1680397,1680397
355,1680397,1680397,1680397
356,1680397,1709228,1680397
357,1680397,1680397,1680397
358,1680397,1680397,1680397
359,1680397,1680397,1680397
360,1680397,1680397,1680397
361,1680397,1680397,1680397
362,1680397,1680397,1680397
363,1680397,1680397,1680397
364,1680397,1680397,1680397
365,1680397,1680397,1680397
366,1680397,1680397,1680397
367,1680397,1680397,1680397
368,1680397,1680397,1680397
369,1680397,1680397,1680397
370,1680397,1680397,1680397
371,1680397,1680397,1680397
372,1680397,1680397,1680397
373,1680397,1680397,1680397
374,1680397,1680397,1680397
375,1680397,1680397,1680397
376,1680397,1680397,1680397
377,1680397,1680397,1680397
378,1680397,1697919,1680397
379,1680397,1680397,1680397
380,1680397,1748135,1680397
381,1680397,1680397,1680397
382,1680397,1680397,1680397
383,1680397,1680397,1680397
384,1680397,1680397,1680397
385,1680397,1680397,1680397
386,1680397,1680397,1680397
387,1680397,1680397,1680397
388,1680397,1680397,1680397
389,1680397,1680397,1680397
390,1680397,1680397,1680397
391,1680397,1680397,1680397
392,1680397,1680397,1680397
393,1680397,1680397,1680397
394,1680397,1680397,1680397
395,1680397,1680397,1680397
396,1680397,1680397,1680397
397,1680397,1680397,1680397
398,1680397,1680397,1680397
399,1680397,1680397,1680397
400,1680397,1680397,1680397
401,1680397,1680397,1680397

Precisao,Condicao_Parada,Tempo,Melhor_Fitness
0.936138305412352,TEMPO_ESGOTADO,9000,1680397

tamanho_populacao,k_individuos_selecao,posicoes_cruzamento,busca_local_profundidade,taxa_busca_local,taxa_cruzamento,taxa_mutacao,taxa_sobrevivencia
50,3,50,0.1,0.8,0.05,0.6
