Geracao,Melhor_Geracao,Pior_Geracao,Melhor_Geral
0,78192530,81821563,77902830
1,77754266,83357674,77902830
2,78271006,84397357,77754266
3,77667086,85623703,77754266
4,77632672,84372188,77667086
5,77632672,84257730,77632672
6,77769263,83123113,77632672
7,77879808,85715148,77632672
8,77223545,86692195,77632672
9,77416665,84213965,77223545
10,77223545,79826739,77223545
11,76916850,79126664,77223545
12,76628018,80340243,76916850
13,76628018,78473273,76628018
14,76404651,78271769,76628018
15,76520686,78196278,76404651
16,76404651,77639552,76404651
17,76028662,77384650,76404651
18,75922181,78346044,76028662
19,75730860,77234434,75922181
20,75488785,77168580,75730860
21,75324921,76938113,75488785
22,75324921,76615979,75324921
23,75219973,76826754,75324921
24,75102899,77050895,75219973
25,74879326,76738540,75102899
26,74566466,77148463,74879326
27,74531182,75953139,74566466
28,74208606,75511728,74531182
29,74000884,75604150,74208606
30,73955142,75374125,74000884
31,73951616,75902234,73955142
32,73955441,75827288,73951616
33,73955441,75520191,73951616
34,73736641,76077927,73951616
35,73810699,76079880,73736641
36,73573922,75946141,73736641
37,73736641,76720684,73573922
38,73138143,74667170,73573922
39,72846940,74626467,73138143
40,73031003,75009533,72846940
41,72868184,74960928,72846940
42,72868184,74752577,72846940
43,72672288,74193906,72846940
44,72598233,75194374,72672288
45,72506002,73794340,72598233
46,72152809,76009279,72506002
47,72152809,74414776,72152809
48,72106910,76040901,72152809
49,71898110,74336160,72106910
50,72009632,74233514,71898110
51,72106910,73863273,71898110
52,71753512,74956569,71898110
53,71664547,74214849,71753512
54,71657107,74599174,71664547
55,71290137,73311719,71657107
56,71011556,73396863,71290137
57,71011556,72645157,71011556
58,70772705,71290137,71011556
59,70683866,72994726,70772705
60,70683866,71543942,70683866
61,70683866,71772691,70683866
62,70683866,71315233,70683866
63,70683866,71130063,70683866
64,70683866,71239205,70683866
65,70683866,71314168,70683866
66,70683866,71362134,70683866
67,70683866,71535857,70683866
68,70683866,71354238,70683866
69,70683866,71383774,70683866
70,70683866,71557560,70683866
71,70683866,71818998,70683866
72,70683866,71367145,70683866
73,70683866,71343769,70683866
74,70683866,71367921,70683866
75,70683866,71508446,70683866
76,70673985,71356407,70683866
77,70683866,71111852,70673985
78,70673985,71618572,70673985
79,70673985,71609780,70673985
80,70673985,71147237,70673985
81,70673985,70915386,70673985
82,70673985,70673985,70673985
83,70673985,70919101,70673985
84,70673985,71132644,70673985
85,70673985,71264522,70673985
86,70673985,70701604,70673985
87,70673985,71145731,70673985
88,70673985,71282345,70673985
89,70673985,70673985,70673985
90,70673985,71850358,70673985
91,70673985,70673985,70673985
92,70673985,70673985,70673985
93,70673985,71796395,70673985
94,70673985,70673985,70673985
95,70673985,71407118,70673985
96,70673985,70673985,70673985
97,70673985,71268788,70673985
98,70673985,71146264,70673985
99,70673985,71545365,70673985
100,70673985,71482035,70673985
101,70673985,71242239,70673985
102,70673985,71273980,70673985
103,70673985,70673985,70673985
104,70673985,70965860,70673985
105,70673985,71773004,70673985
106,70673985,70673985,70673985
107,70673985,71344281,70673985
108,70673985,70848103,70673985
109,70673985,70673985,70673985
110,70673985,70837705,70673985
111,70673985,70673985,70673985
112,70673985,71313134,70673985
113,70673985,70673985,70673985
114,70673985,71381001,70673985
115,70673985,71662671,70673985
116,70673985,70947871,70673985
117,70673985,71313634,70673985

Precisao,Condicao_Parada,Tempo,Melhor_Fitness
0.9345580980045204,TEMPO_ESGOTADO,9063,70673985

tamanho_populacao,k_individuos_selecao,posicoes_cruzamento,busca_local_profundidade,taxa_busca_local,taxa_cruzamento,taxa_mutacao,taxa_sobrevivencia
10,3,200,0.4,0.8,0.05,0.6
