Geracao,Melhor_Geracao,Pior_Geracao,Melhor_Geral
287,34536,34536,34536
288,34536,36842,34536
289,34536,34536,34536
290,34536,34536,34536
291,34536,34536,34536
292,34536,34536,34536
293,34536,34536,34536
294,34536,34536,34536
295,34536,34536,34536
296,34536,34536,34536
297,34536,34536,34536
298,34536,34536,34536
299,34536,45327,34536
300,34536,34536,34536
301,34536,34536,34536
302,34536,34536,34536
303,34536,34536,34536
304,34536,34536,34536
305,34536,34536,34536
306,34536,34536,34536
307,34536,34536,34536
308,34536,34536,34536
309,34536,34536,34536
310,34536,34536,34536
311,34536,47306,34536
312,34536,34536,34536
313,34536,34536,34536
314,34536,34536,34536
315,34536,34536,34536
316,34536,34536,34536
317,34536,34536,34536
318,34536,34536,34536
319,34536,34536,34536
320,34536,34536,34536
321,34536,34536,34536
322,34536,34536,34536
323,34536,34536,34536
324,34536,34536,34536
325,34536,34536,34536
326,34536,34536,34536
327,34536,34536,34536
328,34536,34536,34536
329,34536,34536,34536
330,34536,55698,34536
331,34536,34536,34536
332,34536,34536,34536
333,34536,34536,34536
334,34536,34536,34536
335,34536,34536,34536
336,34536,34536,34536
337,34536,34536,34536
338,34536,34536,34536
339,34536,34536,34536
340,34536,34536,34536
341,34536,34536,34536
342,34536,34536,34536
343,34536,34536,34536
344,34536,34536,34536
345,34536,34536,34536
346,34536,34536,34536
347,34536,49044,34536
348,34536,34536,34536
349,34536,50670,34536
350,34536,34536,34536
351,34536,34536,34536
352,34536,34536,34536
353,34536,34536,34536
354,34536,34536,34536
355,34536,34536,34536
356,34536,34536,34536
357,34536,34536,34536
358,34536,34536,34536
359,34536,34536,34536
360,34536,34536,34536
361,34536,40344,34536
362,34536,34536,34536
363,34536,34536,34536
364,34536,34536,34536
365,34536,34536,34536
366,34536,34536,34536
367,34536,34536,34536
368,34536,34536,34536
369,34536,34536,34536
370,34536,34536,34536
371,34536,34536,34536
372,34536,34802,34536
373,34536,34536,34536
374,34536,34536,34536
375,34536,34536,34536
376,34536,34536,34536
377,34536,34536,34536
378,34536,34536,34536
379,34536,34536,34536
380,34536,34536,34536
381,34536,34536,34536
382,34536,34536,34536
383,34536,34536,34536
384,34536,34536,34536
385,34536,34536,34536
386,34536,34536,34536
387,34536,34536,34536
388,34536,34536,34536
389,34536,34536,34536
390,34536,34536,34536
391,34536,34536,34536
392,34536,55784,34536
393,34536,34536,34536
394,34536,34536,34536
395,34536,34536,34536
396,34536,34536,34536
397,34536,34536,34536
398,34536,34536,34536
399,34536,34536,34536
400,34536,34536,34536
401,34536,34536,34536
402,34536,34536,34536
403,34536,34536,34536
404,34536,34536,34536
405,34536,34536,34536
406,34536,34536,34536
407,34536,34536,34536
408,34536,34536,34536
409,34536,34536,34536
410,34536,34536,34536
411,34536,48804,34536
412,34536,34536,34536
413,34536,34536,34536
414,34536,34536,34536
415,34536,36854,34536
416,34536,34536,34536
417,34536,34536,34536
418,34536,34536,34536
419,34536,34536,34536
420,34536,34536,34536
421,34536,36054,34536
422,34536,34536,34536
423,34536,34536,34536
424,34536,34536,34536
425,34536,34536,34536
426,34536,34536,34536
